State,Year,Quarter,district,registeredUsers
gujarat,2020,2,sabar kantha ,196035
gujarat,2020,2,tapi ,76018
gujarat,2020,2,vadodara ,830759
gujarat,2020,2,banas kantha ,446603
gujarat,2020,2,amreli ,145486
gujarat,2020,2,ahmadabad ,2384154
gujarat,2020,2,dohad ,102250
gujarat,2020,2,navsari ,166398
gujarat,2020,2,patan ,185703
gujarat,2020,2,kachchh ,385480
gujarat,2020,2,surendranagar ,176758
gujarat,2020,2,morbi ,150472
gujarat,2020,3,anand ,336799
gujarat,2020,3,jamnagar ,227798
gujarat,2020,3,devbhumi dwarka ,76991
gujarat,2020,3,rajkot ,573062
gujarat,2020,3,aravallis ,122687
gujarat,2020,3,chhotaudepur ,49929
gujarat,2020,3,botad ,109438
gujarat,2020,3,bharuch ,462292
gujarat,2020,3,bhavnagar ,387781
gujarat,2020,3,junagadh ,163177
gujarat,2020,3,mahesana ,427950
gujarat,2020,3,the dangs ,14501
gujarat,2020,3,kheda ,256968
gujarat,2020,3,surat ,2092712
gujarat,2020,3,porbandar ,56130
gujarat,2020,3,gandhinagar ,529771
gujarat,2020,3,panch mahals ,165251
gujarat,2020,3,narmada ,44654
gujarat,2020,3,gir somnath ,139141
gujarat,2020,3,valsad ,410740
gujarat,2020,3,mahisagar ,73191
gujarat,2020,3,sabar kantha ,218309
gujarat,2020,3,tapi ,84921
gujarat,2020,3,vadodara ,901492
gujarat,2020,3,banas kantha ,501471
gujarat,2020,3,amreli ,161288
gujarat,2020,3,ahmadabad ,2580178
gujarat,2020,3,dohad ,118431
gujarat,2020,3,navsari ,183779
gujarat,2020,3,patan ,206708
gujarat,2020,3,kachchh ,423729
gujarat,2020,3,surendranagar ,197594
gujarat,2020,3,morbi ,168984
gujarat,2020,4,anand ,367561
gujarat,2020,4,jamnagar ,248187
gujarat,2020,4,devbhumi dwarka ,84750
gujarat,2020,4,rajkot ,627654
gujarat,2020,4,aravallis ,135616
gujarat,2020,4,chhotaudepur ,56282
gujarat,2020,4,botad ,117629
gujarat,2020,4,bharuch ,508005
gujarat,2020,4,bhavnagar ,419697
gujarat,2020,4,junagadh ,178595
gujarat,2020,4,mahesana ,464932
gujarat,2020,4,the dangs ,16317
gujarat,2020,4,kheda ,282429
gujarat,2020,4,surat ,2278232
gujarat,2020,4,porbandar ,62166
gujarat,2020,4,gandhinagar ,572461
gujarat,2020,4,panch mahals ,182696
gujarat,2020,4,narmada ,50130
gujarat,2020,4,gir somnath ,152104
gujarat,2020,4,valsad ,452628
gujarat,2020,4,mahisagar ,81588
gujarat,2020,4,sabar kantha ,240357
gujarat,2020,4,tapi ,94476
gujarat,2020,4,vadodara ,980658
gujarat,2020,4,banas kantha ,551645
gujarat,2020,4,amreli ,176011
gujarat,2020,4,ahmadabad ,2787991
gujarat,2020,4,dohad ,132954
gujarat,2020,4,navsari ,201412
gujarat,2020,4,patan ,227441
gujarat,2020,4,kachchh ,466855
gujarat,2020,4,surendranagar ,216954
gujarat,2020,4,morbi ,188790
gujarat,2021,1,anand ,395164
gujarat,2021,1,jamnagar ,267315
gujarat,2021,1,devbhumi dwarka ,91653
gujarat,2021,1,rajkot ,677301
gujarat,2021,1,aravallis ,146811
gujarat,2021,1,chhotaudepur ,61097
gujarat,2021,1,botad ,126302
gujarat,2021,1,bharuch ,548541
gujarat,2021,1,bhavnagar ,450462
gujarat,2021,1,junagadh ,192500
gujarat,2021,1,mahesana ,500511
gujarat,2021,1,the dangs ,17658
gujarat,2021,1,kheda ,304909
gujarat,2021,1,surat ,2458596
gujarat,2021,1,porbandar ,67063
gujarat,2021,1,gandhinagar ,615315
gujarat,2021,1,panch mahals ,197602
gujarat,2021,1,narmada ,54427
gujarat,2021,1,gir somnath ,163763
gujarat,2021,1,valsad ,489062
gujarat,2021,1,mahisagar ,88343
gujarat,2021,1,sabar kantha ,259578
gujarat,2021,1,tapi ,102144
gujarat,2021,1,vadodara ,1053954
gujarat,2021,1,banas kantha ,598384
gujarat,2021,1,amreli ,189252
gujarat,2021,1,ahmadabad ,2999575
gujarat,2021,1,dohad ,144445
gujarat,2021,1,navsari ,216841
gujarat,2021,1,patan ,246083
gujarat,2021,1,kachchh ,505517
gujarat,2021,1,surendranagar ,234429
gujarat,2021,1,morbi ,205529
gujarat,2021,2,anand ,422965
gujarat,2021,2,jamnagar ,287113
gujarat,2021,2,devbhumi dwarka ,98957
gujarat,2021,2,rajkot ,726817
gujarat,2021,2,aravallis ,158083
gujarat,2021,2,chhotaudepur ,66155
gujarat,2021,2,botad ,135845
gujarat,2021,2,bharuch ,588777
gujarat,2021,2,bhavnagar ,483224
gujarat,2021,2,junagadh ,207118
gujarat,2021,2,mahesana ,536645
gujarat,2021,2,the dangs ,19033
gujarat,2021,2,kheda ,327251
gujarat,2021,2,surat ,2633443
gujarat,2021,2,porbandar ,72172
gujarat,2021,2,gandhinagar ,658428
gujarat,2021,2,panch mahals ,212616
gujarat,2021,2,narmada ,58790
gujarat,2021,2,gir somnath ,176061
gujarat,2021,2,valsad ,524614
gujarat,2021,2,mahisagar ,95143
gujarat,2021,2,sabar kantha ,278539
gujarat,2021,2,tapi ,109719
gujarat,2021,2,vadodara ,1127636
gujarat,2021,2,banas kantha ,645073
gujarat,2021,2,amreli ,204136
gujarat,2021,2,ahmadabad ,3209841
gujarat,2021,2,dohad ,155988
gujarat,2021,2,navsari ,232448
gujarat,2021,2,patan ,265040
gujarat,2021,2,kachchh ,543585
gujarat,2021,2,surendranagar ,253097
gujarat,2021,2,morbi ,221629
gujarat,2021,3,anand ,454516
gujarat,2021,3,jamnagar ,309842
gujarat,2021,3,devbhumi dwarka ,107517
gujarat,2021,3,rajkot ,782611
gujarat,2021,3,aravallis ,171101
gujarat,2021,3,chhotaudepur ,72071
gujarat,2021,3,botad ,146842
gujarat,2021,3,bharuch ,634589
gujarat,2021,3,bhavnagar ,520764
gujarat,2021,3,junagadh ,223916
gujarat,2021,3,mahesana ,578072
gujarat,2021,3,the dangs ,20709
gujarat,2021,3,kheda ,352948
gujarat,2021,3,surat ,2830392
gujarat,2021,3,porbandar ,78063
gujarat,2021,3,gandhinagar ,706654
gujarat,2021,3,panch mahals ,229915
gujarat,2021,3,narmada ,63821
gujarat,2021,3,gir somnath ,190336
gujarat,2021,3,valsad ,565423
gujarat,2021,3,mahisagar ,103140
gujarat,2021,3,sabar kantha ,300258
gujarat,2021,3,tapi ,118730
gujarat,2021,3,vadodara ,1210266
gujarat,2021,3,banas kantha ,698841
gujarat,2021,3,amreli ,221334
gujarat,2021,3,ahmadabad ,3445024
gujarat,2021,3,dohad ,169037
gujarat,2021,3,navsari ,250233
gujarat,2021,3,patan ,287021
gujarat,2021,3,kachchh ,587589
gujarat,2021,3,surendranagar ,274891
gujarat,2021,3,morbi ,240295
gujarat,2021,4,anand ,485306
gujarat,2021,4,jamnagar ,331942
gujarat,2021,4,devbhumi dwarka ,115900
gujarat,2021,4,rajkot ,837869
gujarat,2021,4,aravallis ,183617
gujarat,2021,4,chhotaudepur ,77777
gujarat,2021,4,botad ,157462
gujarat,2021,4,bharuch ,679705
gujarat,2021,4,bhavnagar ,558013
gujarat,2021,4,junagadh ,240022
gujarat,2021,4,mahesana ,618376
gujarat,2021,4,the dangs ,22325
gujarat,2021,4,kheda ,377827
gujarat,2021,4,surat ,3026960
gujarat,2021,4,porbandar ,83713
gujarat,2021,4,gandhinagar ,754369
gujarat,2021,4,panch mahals ,246694
gujarat,2021,4,narmada ,68577
gujarat,2021,4,gir somnath ,204170
gujarat,2021,4,valsad ,605655
gujarat,2021,4,mahisagar ,110939
gujarat,2021,4,sabar kantha ,321717
gujarat,2021,4,tapi ,127186
gujarat,2021,4,vadodara ,1292097
gujarat,2021,4,banas kantha ,751116
gujarat,2021,4,amreli ,237874
gujarat,2021,4,ahmadabad ,3679243
gujarat,2021,4,dohad ,181787
gujarat,2021,4,navsari ,267352
gujarat,2021,4,patan ,308499
gujarat,2021,4,kachchh ,630878
gujarat,2021,4,surendranagar ,295801
gujarat,2021,4,morbi ,258433
gujarat,2022,1,anand ,514400
gujarat,2022,1,jamnagar ,352844
gujarat,2022,1,devbhumi dwarka ,123599
gujarat,2022,1,rajkot ,889499
gujarat,2022,1,aravallis ,195778
gujarat,2022,1,chhotaudepur ,83102
gujarat,2022,1,botad ,167646
gujarat,2022,1,bharuch ,722367
gujarat,2022,1,bhavnagar ,593259
gujarat,2022,1,junagadh ,255421
gujarat,2022,1,mahesana ,656908
gujarat,2022,1,the dangs ,23744
gujarat,2022,1,kheda ,401982
gujarat,2022,1,surat ,3210535
gujarat,2022,1,porbandar ,89084
gujarat,2022,1,gandhinagar ,799301
gujarat,2022,1,panch mahals ,263066
gujarat,2022,1,narmada ,73152
gujarat,2022,1,gir somnath ,217816
gujarat,2022,1,valsad ,643742
gujarat,2022,1,mahisagar ,118430
gujarat,2022,1,sabar kantha ,342020
gujarat,2022,1,tapi ,135297
gujarat,2022,1,vadodara ,1368210
gujarat,2022,1,banas kantha ,802470
gujarat,2022,1,amreli ,253714
gujarat,2022,1,ahmadabad ,3897869
gujarat,2022,1,dohad ,194298
gujarat,2022,1,navsari ,283795
gujarat,2022,1,patan ,329312
gujarat,2022,1,kachchh ,671465
gujarat,2022,1,surendranagar ,315677
gujarat,2022,1,morbi ,275512
gujarat,2022,2,anand ,541890
gujarat,2022,2,jamnagar ,372354
gujarat,2022,2,devbhumi dwarka ,130591
gujarat,2022,2,rajkot ,937863
gujarat,2022,2,aravallis ,206898
gujarat,2022,2,chhotaudepur ,87903
gujarat,2022,2,botad ,177233
gujarat,2022,2,bharuch ,762752
gujarat,2022,2,bhavnagar ,626197
gujarat,2022,2,junagadh ,269699
gujarat,2022,2,mahesana ,692794
gujarat,2022,2,the dangs ,25026
gujarat,2022,2,kheda ,424243
gujarat,2022,2,surat ,3385398
gujarat,2022,2,porbandar ,93938
gujarat,2022,2,gandhinagar ,841732
gujarat,2022,2,panch mahals ,277783
gujarat,2022,2,narmada ,77313
gujarat,2022,2,gir somnath ,230290
gujarat,2022,2,valsad ,679340
gujarat,2022,2,mahisagar ,125105
gujarat,2022,2,sabar kantha ,360675
gujarat,2022,2,tapi ,142824
gujarat,2022,2,vadodara ,1440949
gujarat,2022,2,banas kantha ,849884
gujarat,2022,2,amreli ,268232
gujarat,2022,2,ahmadabad ,4105172
gujarat,2022,2,dohad ,205476
gujarat,2022,2,navsari ,299199
gujarat,2022,2,patan ,348256
gujarat,2022,2,kachchh ,709339
gujarat,2022,2,surendranagar ,333698
gujarat,2022,2,morbi ,291550
gujarat,2022,3,anand ,570211
gujarat,2022,3,jamnagar ,391677
gujarat,2022,3,devbhumi dwarka ,136943
gujarat,2022,3,rajkot ,986904
gujarat,2022,3,aravallis ,217755
gujarat,2022,3,chhotaudepur ,92089
gujarat,2022,3,botad ,186625
gujarat,2022,3,bharuch ,803845
gujarat,2022,3,bhavnagar ,659228
gujarat,2022,3,junagadh ,283145
gujarat,2022,3,mahesana ,729723
gujarat,2022,3,the dangs ,26180
gujarat,2022,3,kheda ,446779
gujarat,2022,3,surat ,3567767
gujarat,2022,3,porbandar ,98587
gujarat,2022,3,gandhinagar ,885535
gujarat,2022,3,panch mahals ,292755
gujarat,2022,3,narmada ,81169
gujarat,2022,3,gir somnath ,242764
gujarat,2022,3,valsad ,716467
gujarat,2022,3,mahisagar ,131554
gujarat,2022,3,sabar kantha ,379718
gujarat,2022,3,tapi ,149968
gujarat,2022,3,vadodara ,1515556
gujarat,2022,3,banas kantha ,896869
gujarat,2022,3,amreli ,281819
gujarat,2022,3,ahmadabad ,4319512
gujarat,2022,3,dohad ,216199
gujarat,2022,3,navsari ,314617
gujarat,2022,3,patan ,367059
gujarat,2022,3,kachchh ,747079
gujarat,2022,3,surendranagar ,351078
gujarat,2022,3,morbi ,307545
gujarat,2022,4,anand ,596600
gujarat,2022,4,jamnagar ,409567
gujarat,2022,4,devbhumi dwarka ,142445
gujarat,2022,4,rajkot ,1033159
gujarat,2022,4,aravallis ,227402
gujarat,2022,4,chhotaudepur ,95806
gujarat,2022,4,botad ,195219
gujarat,2022,4,bharuch ,842519
gujarat,2022,4,bhavnagar ,690130
gujarat,2022,4,junagadh ,294941
gujarat,2022,4,mahesana ,763693
gujarat,2022,4,the dangs ,27218
gujarat,2022,4,kheda ,467640
gujarat,2022,4,surat ,3747780
gujarat,2022,4,porbandar ,102643
gujarat,2022,4,gandhinagar ,927585
gujarat,2022,4,panch mahals ,306278
gujarat,2022,4,narmada ,84596
gujarat,2022,4,gir somnath ,254045
gujarat,2022,4,valsad ,751767
gujarat,2022,4,mahisagar ,137511
gujarat,2022,4,sabar kantha ,397066
gujarat,2022,4,tapi ,156189
gujarat,2022,4,vadodara ,1587831
gujarat,2022,4,banas kantha ,939693
gujarat,2022,4,amreli ,293382
gujarat,2022,4,ahmadabad ,4530853
gujarat,2022,4,dohad ,226068
gujarat,2022,4,navsari ,328740
gujarat,2022,4,patan ,384293
gujarat,2022,4,kachchh ,781383
gujarat,2022,4,surendranagar ,366161
gujarat,2022,4,morbi ,322150
gujarat,2023,1,anand ,622872
gujarat,2023,1,jamnagar ,428091
gujarat,2023,1,devbhumi dwarka ,148801
gujarat,2023,1,rajkot ,1079736
gujarat,2023,1,aravallis ,238121
gujarat,2023,1,chhotaudepur ,100145
gujarat,2023,1,botad ,204401
gujarat,2023,1,bharuch ,881508
gujarat,2023,1,bhavnagar ,722197
gujarat,2023,1,junagadh ,308246
gujarat,2023,1,mahesana ,798353
gujarat,2023,1,the dangs ,28390
gujarat,2023,1,kheda ,489299
gujarat,2023,1,surat ,3919829
gujarat,2023,1,porbandar ,107378
gujarat,2023,1,gandhinagar ,968586
gujarat,2023,1,panch mahals ,320798
gujarat,2023,1,narmada ,88517
gujarat,2023,1,gir somnath ,266205
gujarat,2023,1,valsad ,786811
gujarat,2023,1,mahisagar ,143947
gujarat,2023,1,sabar kantha ,415319
gujarat,2023,1,tapi ,163181
gujarat,2023,1,vadodara ,1658232
gujarat,2023,1,banas kantha ,985280
gujarat,2023,1,amreli ,306770
gujarat,2023,1,ahmadabad ,4734630
gujarat,2023,1,dohad ,236847
gujarat,2023,1,navsari ,343293
gujarat,2023,1,patan ,402483
gujarat,2023,1,kachchh ,817441
gujarat,2023,1,surendranagar ,383186
gujarat,2023,1,morbi ,337337
gujarat,2023,2,anand ,647805
gujarat,2023,2,jamnagar ,446015
gujarat,2023,2,devbhumi dwarka ,155916
gujarat,2023,2,rajkot ,1123115
gujarat,2023,2,aravallis ,249082
gujarat,2023,2,chhotaudepur ,105124
gujarat,2023,2,botad ,213517
gujarat,2023,2,bharuch ,917746
gujarat,2023,2,bhavnagar ,752872
gujarat,2023,2,junagadh ,321804
gujarat,2023,2,mahesana ,831177
gujarat,2023,2,the dangs ,29687
gujarat,2023,2,kheda ,510507
gujarat,2023,2,surat ,4076929
gujarat,2023,2,porbandar ,112066
gujarat,2023,2,gandhinagar ,1005603
gujarat,2023,2,panch mahals ,335149
gujarat,2023,2,narmada ,92606
gujarat,2023,2,gir somnath ,278208
gujarat,2023,2,valsad ,818831
gujarat,2023,2,mahisagar ,150651
gujarat,2023,2,sabar kantha ,432909
gujarat,2023,2,tapi ,170362
gujarat,2023,2,vadodara ,1721431
gujarat,2023,2,banas kantha ,1030499
gujarat,2023,2,amreli ,321306
gujarat,2023,2,ahmadabad ,4913610
gujarat,2023,2,dohad ,247908
gujarat,2023,2,navsari ,357359
gujarat,2023,2,patan ,420629
gujarat,2023,2,kachchh ,853047
gujarat,2023,2,surendranagar ,400879
gujarat,2023,2,morbi ,352419
gujarat,2023,3,anand ,673475
gujarat,2023,3,jamnagar ,464323
gujarat,2023,3,devbhumi dwarka ,162667
gujarat,2023,3,rajkot ,1167848
gujarat,2023,3,aravallis ,259417
gujarat,2023,3,chhotaudepur ,109721
gujarat,2023,3,botad ,222558
gujarat,2023,3,bharuch ,955541
gujarat,2023,3,bhavnagar ,784444
gujarat,2023,3,junagadh ,334954
gujarat,2023,3,mahesana ,864845
gujarat,2023,3,the dangs ,30986
gujarat,2023,3,kheda ,531367
gujarat,2023,3,surat ,4238878
gujarat,2023,3,porbandar ,116719
gujarat,2023,3,gandhinagar ,1044993
gujarat,2023,3,panch mahals ,349209
gujarat,2023,3,narmada ,96573
gujarat,2023,3,gir somnath ,290226
gujarat,2023,3,valsad ,852301
gujarat,2023,3,mahisagar ,156901
gujarat,2023,3,sabar kantha ,450547
gujarat,2023,3,tapi ,177207
gujarat,2023,3,vadodara ,1789238
gujarat,2023,3,banas kantha ,1074757
gujarat,2023,3,amreli ,335190
gujarat,2023,3,ahmadabad ,5105557
gujarat,2023,3,dohad ,258572
gujarat,2023,3,navsari ,371393
gujarat,2023,3,patan ,438627
gujarat,2023,3,kachchh ,888857
gujarat,2023,3,surendranagar ,418160
gujarat,2023,3,morbi ,367378
haryana,2018,1,yamunanagar ,46198
haryana,2018,1,sonipat ,79638
haryana,2018,1,jind ,51815
haryana,2018,1,rohtak ,62452
haryana,2018,1,faridabad ,231504
haryana,2018,1,mahendragarh ,45460
haryana,2018,1,hisar ,113872
haryana,2018,1,karnal ,73612
haryana,2018,1,fatehabad ,48955
haryana,2018,1,palwal ,48774
haryana,2018,1,charkhi dadri ,14712
haryana,2018,1,ambala ,54127
haryana,2018,1,rewari ,85350
haryana,2018,1,panchkula ,41867
haryana,2018,1,bhiwani ,57585
haryana,2018,1,sirsa ,70800
haryana,2018,1,mewat ,29541
haryana,2018,1,panipat ,74739
haryana,2018,1,gurugram ,474081
haryana,2018,1,kaithal ,41222
haryana,2018,1,kurukshetra ,47932
haryana,2018,1,jhajjar ,53121
haryana,2018,2,yamunanagar ,62261
haryana,2018,2,sonipat ,106837
haryana,2018,2,jind ,68635
haryana,2018,2,rohtak ,82822
haryana,2018,2,faridabad ,306358
haryana,2018,2,mahendragarh ,60336
haryana,2018,2,hisar ,147599
haryana,2018,2,karnal ,98276
haryana,2018,2,fatehabad ,63066
haryana,2018,2,palwal ,64886
haryana,2018,2,charkhi dadri ,19559
haryana,2018,2,ambala ,73358
haryana,2018,2,rewari ,113056
haryana,2018,2,panchkula ,56729
haryana,2018,2,bhiwani ,75485
haryana,2018,2,sirsa ,91908
haryana,2018,2,mewat ,41358
haryana,2018,2,panipat ,101243
haryana,2018,2,gurugram ,621718
haryana,2018,2,kaithal ,55832
haryana,2018,2,kurukshetra ,64186
haryana,2018,2,jhajjar ,71713
haryana,2018,3,yamunanagar ,77303
haryana,2018,3,sonipat ,132705
haryana,2018,3,jind ,84500
haryana,2018,3,rohtak ,101649
haryana,2018,3,faridabad ,383316
haryana,2018,3,mahendragarh ,74545
haryana,2018,3,hisar ,176380
haryana,2018,3,karnal ,121471
haryana,2018,3,fatehabad ,75108
haryana,2018,3,palwal ,81688
haryana,2018,3,charkhi dadri ,24373
haryana,2018,3,ambala ,92472
haryana,2018,3,rewari ,138368
haryana,2018,3,panchkula ,71245
haryana,2018,3,bhiwani ,92291
haryana,2018,3,sirsa ,109165
haryana,2018,3,mewat ,53421
haryana,2018,3,panipat ,124290
haryana,2018,3,gurugram ,767369
haryana,2018,3,kaithal ,68422
haryana,2018,3,kurukshetra ,80097
haryana,2018,3,jhajjar ,90220
haryana,2018,4,yamunanagar ,94449
haryana,2018,4,sonipat ,165599
haryana,2018,4,jind ,103156
haryana,2018,4,rohtak ,124365
haryana,2018,4,faridabad ,521996
haryana,2018,4,mahendragarh ,91223
haryana,2018,4,hisar ,210671
haryana,2018,4,karnal ,149062
haryana,2018,4,fatehabad ,88259
haryana,2018,4,palwal ,113042
haryana,2018,4,charkhi dadri ,29865
haryana,2018,4,ambala ,114192
haryana,2018,4,rewari ,172035
haryana,2018,4,panchkula ,88703
haryana,2018,4,bhiwani ,111607
haryana,2018,4,sirsa ,127874
haryana,2018,4,mewat ,71400
haryana,2018,4,panipat ,153137
haryana,2018,4,gurugram ,967781
haryana,2018,4,kaithal ,82556
haryana,2018,4,kurukshetra ,97619
haryana,2018,4,jhajjar ,114488
haryana,2019,1,yamunanagar ,111935
haryana,2019,1,sonipat ,199593
haryana,2019,1,jind ,121923
haryana,2019,1,rohtak ,147392
haryana,2019,1,faridabad ,634024
haryana,2019,1,mahendragarh ,109746
haryana,2019,1,hisar ,245236
haryana,2019,1,karnal ,177042
haryana,2019,1,fatehabad ,101001
haryana,2019,1,palwal ,141953
haryana,2019,1,charkhi dadri ,35788
haryana,2019,1,ambala ,136012
haryana,2019,1,rewari ,207051
haryana,2019,1,panchkula ,105044
haryana,2019,1,bhiwani ,132014
haryana,2019,1,sirsa ,146936
haryana,2019,1,mewat ,92292
haryana,2019,1,panipat ,181548
haryana,2019,1,gurugram ,1159832
haryana,2019,1,kaithal ,97311
haryana,2019,1,kurukshetra ,115295
haryana,2019,1,jhajjar ,139799
haryana,2019,2,yamunanagar ,128212
haryana,2019,2,sonipat ,230883
haryana,2019,2,jind ,138962
haryana,2019,2,rohtak ,169372
haryana,2019,2,faridabad ,716593
haryana,2019,2,mahendragarh ,127605
haryana,2019,2,hisar ,277720
haryana,2019,2,karnal ,204255
haryana,2019,2,fatehabad ,112543
haryana,2019,2,palwal ,165665
haryana,2019,2,charkhi dadri ,42051
haryana,2019,2,ambala ,157049
haryana,2019,2,rewari ,238349
haryana,2019,2,panchkula ,120567
haryana,2019,2,bhiwani ,151200
haryana,2019,2,sirsa ,163468
haryana,2019,2,mewat ,111194
haryana,2019,2,panipat ,208172
haryana,2019,2,gurugram ,1307319
haryana,2019,2,kaithal ,110900
haryana,2019,2,kurukshetra ,132749
haryana,2019,2,jhajjar ,163202
haryana,2019,3,yamunanagar ,143922
haryana,2019,3,sonipat ,261554
haryana,2019,3,jind ,154136
haryana,2019,3,rohtak ,190137
haryana,2019,3,faridabad ,792884
haryana,2019,3,mahendragarh ,144934
haryana,2019,3,hisar ,308179
haryana,2019,3,karnal ,230603
haryana,2019,3,fatehabad ,124153
haryana,2019,3,palwal ,188217
haryana,2019,3,charkhi dadri ,47499
haryana,2019,3,ambala ,176487
haryana,2019,3,rewari ,266893
haryana,2019,3,panchkula ,134405
haryana,2019,3,bhiwani ,168827
haryana,2019,3,sirsa ,179271
haryana,2019,3,mewat ,129646
haryana,2019,3,panipat ,235346
haryana,2019,3,gurugram ,1447473
haryana,2019,3,kaithal ,123358
haryana,2019,3,kurukshetra ,150733
haryana,2019,3,jhajjar ,185095
haryana,2019,4,yamunanagar ,159678
haryana,2019,4,sonipat ,291479
haryana,2019,4,jind ,170946
haryana,2019,4,rohtak ,209750
haryana,2019,4,faridabad ,862595
haryana,2019,4,mahendragarh ,162341
haryana,2019,4,hisar ,339753
haryana,2019,4,karnal ,255280
haryana,2019,4,fatehabad ,137065
haryana,2019,4,palwal ,209434
haryana,2019,4,charkhi dadri ,52964
haryana,2019,4,ambala ,194413
haryana,2019,4,rewari ,294161
haryana,2019,4,panchkula ,147023
haryana,2019,4,bhiwani ,187294
haryana,2019,4,sirsa ,196540
haryana,2019,4,mewat ,149894
haryana,2019,4,panipat ,262435
haryana,2019,4,gurugram ,1574240
haryana,2019,4,kaithal ,136563
haryana,2019,4,kurukshetra ,166454
haryana,2019,4,jhajjar ,206377
haryana,2020,1,yamunanagar ,178961
haryana,2020,1,sonipat ,325111
haryana,2020,1,jind ,190347
haryana,2020,1,rohtak ,231317
haryana,2020,1,faridabad ,935992
haryana,2020,1,mahendragarh ,181158
haryana,2020,1,hisar ,382469
haryana,2020,1,karnal ,283270
haryana,2020,1,fatehabad ,152969
haryana,2020,1,palwal ,233542
haryana,2020,1,charkhi dadri ,59348
